Price,Close,High,Low,Open,Volume
Ticker,^VIX,^VIX,^VIX,^VIX,^VIX
Date,,,,,
2025-12-09,16.93000030517578,17.200000762939453,16.450000762939453,16.65999984741211,0
2025-12-10,15.770000457763672,17.65999984741211,15.5600004196167,16.940000534057617,0
2025-12-11,14.850000381469727,16.8799991607666,14.850000381469727,16.84000015258789,0
2025-12-12,15.739999771118164,17.850000381469727,14.850000381469727,14.989999771118164,0
2025-12-15,16.5,17.350000381469727,15.989999771118164,16.510000228881836,0
2025-12-16,16.479999542236328,17.610000610351562,16.190000534057617,17.280000686645508,0
2025-12-17,17.6200008392334,18.0,15.819999694824219,16.450000762939453,0
2025-12-18,16.8700008392334,17.68000030517578,15.930000305175781,17.610000610351562,0
2025-12-19,14.90999984741211,16.530000686645508,14.90999984741211,16.309999465942383,0
2025-12-22,14.079999923706055,15.260000228881836,14.029999732971191,15.15999984741211,0
2025-12-23,14.0,14.449999809265137,13.640000343322754,14.09000015258789,0
2025-12-24,13.470000267028809,14.15999984741211,13.380000114440918,14.09000015258789,0
2025-12-26,13.600000381469727,14.289999961853027,13.520000457763672,14.119999885559082,0
2025-12-29,14.199999809265137,15.079999923706055,13.989999771118164,14.6899995803833,0
2025-12-30,14.329999923706055,14.619999885559082,14.039999961853027,14.430000305175781,0
2025-12-31,14.949999809265137,15.170000076293945,14.380000114440918,14.770000457763672,0
2026-01-02,14.510000228881836,15.420000076293945,14.460000038146973,14.850000381469727,0
2026-01-05,14.899999618530273,15.270000457763672,14.649999618530273,15.140000343322754,0
2026-01-06,14.75,15.210000038146973,14.630000114440918,15.0,0
2026-01-07,15.380000114440918,15.479999542236328,14.829999923706055,14.949999809265137,0
